"eje","subtema","categoria","sexo","grupo_edad","id","indicador","unidad","cve_area","lugar","url"
"Natalidad y mortalidad","Hijos por grupo de edad de la madre","35-39",NA,"35-39","6207129652","Promedio de hijos nacidos vivos por grupo de edad: 35-39","Promedio","19024","General Zaragoza","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6207129652/es/19024/false/BISE/2.0/"
"Natalidad y mortalidad","Hijos por grupo de edad de la madre","35-39",NA,"35-39","6207129652","Promedio de hijos nacidos vivos por grupo de edad: 35-39","Promedio","19036","Mier y Noriega","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6207129652/es/19036/false/BISE/2.0/"
"Natalidad y mortalidad","Hijos por grupo de edad de la madre","40-44",NA,"40-44","6207129653","Promedio de hijos nacidos vivos por grupo de edad: 40-44","Promedio","19007","Aramberri","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6207129653/es/19007/false/BISE/2.0/"
"Natalidad y mortalidad","Hijos por grupo de edad de la madre","40-44",NA,"40-44","6207129653","Promedio de hijos nacidos vivos por grupo de edad: 40-44","Promedio","19014","Doctor Arroyo","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6207129653/es/19014/false/BISE/2.0/"
"Natalidad y mortalidad","Hijos por grupo de edad de la madre","40-44",NA,"40-44","6207129653","Promedio de hijos nacidos vivos por grupo de edad: 40-44","Promedio","19024","General Zaragoza","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6207129653/es/19024/false/BISE/2.0/"
"Natalidad y mortalidad","Hijos por grupo de edad de la madre","40-44",NA,"40-44","6207129653","Promedio de hijos nacidos vivos por grupo de edad: 40-44","Promedio","19036","Mier y Noriega","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6207129653/es/19036/false/BISE/2.0/"
"Natalidad y mortalidad","Hijos por grupo de edad de la madre","45-49",NA,"45-49","6207129654","Promedio de hijos nacidos vivos por grupo de edad: 45-49","Promedio","19007","Aramberri","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6207129654/es/19007/false/BISE/2.0/"
"Natalidad y mortalidad","Hijos por grupo de edad de la madre","45-49",NA,"45-49","6207129654","Promedio de hijos nacidos vivos por grupo de edad: 45-49","Promedio","19014","Doctor Arroyo","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6207129654/es/19014/false/BISE/2.0/"
"Natalidad y mortalidad","Hijos por grupo de edad de la madre","45-49",NA,"45-49","6207129654","Promedio de hijos nacidos vivos por grupo de edad: 45-49","Promedio","19024","General Zaragoza","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6207129654/es/19024/false/BISE/2.0/"
"Natalidad y mortalidad","Hijos por grupo de edad de la madre","45-49",NA,"45-49","6207129654","Promedio de hijos nacidos vivos por grupo de edad: 45-49","Promedio","19036","Mier y Noriega","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6207129654/es/19036/false/BISE/2.0/"
"Natalidad y mortalidad","Defunciones registradas","Defunciones registradas",NA,NA,"1002000030","Defunciones registradas","Defunciones registradas","19007","Aramberri","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000030/es/19007/false/BISE/2.0/"
"Natalidad y mortalidad","Defunciones registradas","Defunciones registradas",NA,NA,"1002000030","Defunciones registradas","Defunciones registradas","19014","Doctor Arroyo","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000030/es/19014/false/BISE/2.0/"
"Natalidad y mortalidad","Defunciones registradas","Defunciones registradas",NA,NA,"1002000030","Defunciones registradas","Defunciones registradas","19024","General Zaragoza","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000030/es/19024/false/BISE/2.0/"
"Natalidad y mortalidad","Defunciones registradas","Defunciones registradas",NA,NA,"1002000030","Defunciones registradas","Defunciones registradas","19036","Mier y Noriega","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000030/es/19036/false/BISE/2.0/"
"Migración","Flujos migratorios","Inmigrantes",NA,NA,"6200205252","Población de 5 años y más inmigrante","Personas","19007","Aramberri","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6200205252/es/19007/false/BISE/2.0/"
"Migración","Flujos migratorios","Inmigrantes",NA,NA,"6200205252","Población de 5 años y más inmigrante","Personas","19014","Doctor Arroyo","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6200205252/es/19014/false/BISE/2.0/"
"Migración","Flujos migratorios","Inmigrantes",NA,NA,"6200205252","Población de 5 años y más inmigrante","Personas","19024","General Zaragoza","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6200205252/es/19024/false/BISE/2.0/"
"Migración","Flujos migratorios","Inmigrantes",NA,NA,"6200205252","Población de 5 años y más inmigrante","Personas","19036","Mier y Noriega","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6200205252/es/19036/false/BISE/2.0/"
"Migración","Flujos migratorios","Emigrantes",NA,NA,"6200205277","Población de 5 años y más emigrante","Personas","19007","Aramberri","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6200205277/es/19007/false/BISE/2.0/"
"Migración","Flujos migratorios","Emigrantes",NA,NA,"6200205277","Población de 5 años y más emigrante","Personas","19014","Doctor Arroyo","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6200205277/es/19014/false/BISE/2.0/"
"Migración","Flujos migratorios","Emigrantes",NA,NA,"6200205277","Población de 5 años y más emigrante","Personas","19024","General Zaragoza","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6200205277/es/19024/false/BISE/2.0/"
"Migración","Flujos migratorios","Emigrantes",NA,NA,"6200205277","Población de 5 años y más emigrante","Personas","19036","Mier y Noriega","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6200205277/es/19036/false/BISE/2.0/"
"Migración","Causas de la migración","Trabajo",NA,NA,"6207129643","Porcentaje de la población de 5 y más años migrante según causa: Trabajo","Porcentaje","19007","Aramberri","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6207129643/es/19007/false/BISE/2.0/"
"Migración","Causas de la migración","Trabajo",NA,NA,"6207129643","Porcentaje de la población de 5 y más años migrante según causa: Trabajo","Porcentaje","19014","Doctor Arroyo","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6207129643/es/19014/false/BISE/2.0/"
"Migración","Causas de la migración","Trabajo",NA,NA,"6207129643","Porcentaje de la población de 5 y más años migrante según causa: Trabajo","Porcentaje","19024","General Zaragoza","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6207129643/es/19024/false/BISE/2.0/"
"Migración","Causas de la migración","Trabajo",NA,NA,"6207129643","Porcentaje de la población de 5 y más años migrante según causa: Trabajo","Porcentaje","19036","Mier y Noriega","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6207129643/es/19036/false/BISE/2.0/"
"Migración","Causas de la migración","Familiar",NA,NA,"6207129644","Porcentaje de la población de 5 y más años migrante según causa: Familiar","Porcentaje","19007","Aramberri","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6207129644/es/19007/false/BISE/2.0/"
"Migración","Causas de la migración","Familiar",NA,NA,"6207129644","Porcentaje de la población de 5 y más años migrante según causa: Familiar","Porcentaje","19014","Doctor Arroyo","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6207129644/es/19014/false/BISE/2.0/"
"Migración","Causas de la migración","Familiar",NA,NA,"6207129644","Porcentaje de la población de 5 y más años migrante según causa: Familiar","Porcentaje","19024","General Zaragoza","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6207129644/es/19024/false/BISE/2.0/"
"Migración","Causas de la migración","Familiar",NA,NA,"6207129644","Porcentaje de la población de 5 y más años migrante según causa: Familiar","Porcentaje","19036","Mier y Noriega","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6207129644/es/19036/false/BISE/2.0/"
"Migración","Causas de la migración","Educativa",NA,NA,"6207129645","Porcentaje de la población de 5 y más años migrante según causa: Educativa","Porcentaje","19007","Aramberri","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6207129645/es/19007/false/BISE/2.0/"
"Migración","Causas de la migración","Educativa",NA,NA,"6207129645","Porcentaje de la población de 5 y más años migrante según causa: Educativa","Porcentaje","19014","Doctor Arroyo","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6207129645/es/19014/false/BISE/2.0/"
"Migración","Causas de la migración","Educativa",NA,NA,"6207129645","Porcentaje de la población de 5 y más años migrante según causa: Educativa","Porcentaje","19024","General Zaragoza","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6207129645/es/19024/false/BISE/2.0/"
"Migración","Causas de la migración","Educativa",NA,NA,"6207129645","Porcentaje de la población de 5 y más años migrante según causa: Educativa","Porcentaje","19036","Mier y Noriega","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6207129645/es/19036/false/BISE/2.0/"
"Migración","Causas de la migración","Inseguridad o violencia",NA,NA,"6207129646","Porcentaje de la población de 5 y más años migrante según causa: Inseguridad delictiva o violencia","Porcentaje","19007","Aramberri","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6207129646/es/19007/false/BISE/2.0/"
"Migración","Causas de la migración","Inseguridad o violencia",NA,NA,"6207129646","Porcentaje de la población de 5 y más años migrante según causa: Inseguridad delictiva o violencia","Porcentaje","19014","Doctor Arroyo","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6207129646/es/19014/false/BISE/2.0/"
"Migración","Causas de la migración","Inseguridad o violencia",NA,NA,"6207129646","Porcentaje de la población de 5 y más años migrante según causa: Inseguridad delictiva o violencia","Porcentaje","19024","General Zaragoza","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6207129646/es/19024/false/BISE/2.0/"
"Migración","Causas de la migración","Inseguridad o violencia",NA,NA,"6207129646","Porcentaje de la población de 5 y más años migrante según causa: Inseguridad delictiva o violencia","Porcentaje","19036","Mier y Noriega","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6207129646/es/19036/false/BISE/2.0/"
"Migración","Causas de la migración","Otra causa",NA,NA,"6207129647","Porcentaje de la población de 5 y más años migrante según causa: Otra causa","Porcentaje","19007","Aramberri","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6207129647/es/19007/false/BISE/2.0/"
"Migración","Causas de la migración","Otra causa",NA,NA,"6207129647","Porcentaje de la población de 5 y más años migrante según causa: Otra causa","Porcentaje","19014","Doctor Arroyo","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6207129647/es/19014/false/BISE/2.0/"
"Migración","Causas de la migración","Otra causa",NA,NA,"6207129647","Porcentaje de la población de 5 y más años migrante según causa: Otra causa","Porcentaje","19024","General Zaragoza","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6207129647/es/19024/false/BISE/2.0/"
"Migración","Causas de la migración","Otra causa",NA,NA,"6207129647","Porcentaje de la población de 5 y más años migrante según causa: Otra causa","Porcentaje","19036","Mier y Noriega","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6207129647/es/19036/false/BISE/2.0/"
"Salud","Afiliación a servicios de salud","Seguro Popular",NA,NA,"6200240323","Porcentaje de la población derechohabiente en el Seguro popular","Porcentaje","19007","Aramberri","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6200240323/es/19007/false/BISE/2.0/"
"Salud","Afiliación a servicios de salud","Seguro Popular",NA,NA,"6200240323","Porcentaje de la población derechohabiente en el Seguro popular","Porcentaje","19014","Doctor Arroyo","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6200240323/es/19014/false/BISE/2.0/"
"Salud","Afiliación a servicios de salud","Seguro Popular",NA,NA,"6200240323","Porcentaje de la población derechohabiente en el Seguro popular","Porcentaje","19024","General Zaragoza","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6200240323/es/19024/false/BISE/2.0/"
"Salud","Afiliación a servicios de salud","Seguro Popular",NA,NA,"6200240323","Porcentaje de la población derechohabiente en el Seguro popular","Porcentaje","19036","Mier y Noriega","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6200240323/es/19036/false/BISE/2.0/"
"Salud","Afiliación a servicios de salud","PEMEX, SDN o SM",NA,NA,"6200240414","Porcentaje de la población derechohabiente en PEMEX, SDN o SM","Porcentaje","19007","Aramberri","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6200240414/es/19007/false/BISE/2.0/"
"Salud","Afiliación a servicios de salud","PEMEX, SDN o SM",NA,NA,"6200240414","Porcentaje de la población derechohabiente en PEMEX, SDN o SM","Porcentaje","19014","Doctor Arroyo","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6200240414/es/19014/false/BISE/2.0/"
"Salud","Afiliación a servicios de salud","PEMEX, SDN o SM",NA,NA,"6200240414","Porcentaje de la población derechohabiente en PEMEX, SDN o SM","Porcentaje","19024","General Zaragoza","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6200240414/es/19024/false/BISE/2.0/"
"Salud","Afiliación a servicios de salud","PEMEX, SDN o SM",NA,NA,"6200240414","Porcentaje de la población derechohabiente en PEMEX, SDN o SM","Porcentaje","19036","Mier y Noriega","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6200240414/es/19036/false/BISE/2.0/"
"Salud","Afiliación a servicios de salud","Servicios médicos privados",NA,NA,"6200240416","Porcentaje de la población usuaria de servicios de salud en instituciones de servicios médicos privados","Porcentaje","19007","Aramberri","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6200240416/es/19007/false/BISE/2.0/"
"Salud","Afiliación a servicios de salud","Servicios médicos privados",NA,NA,"6200240416","Porcentaje de la población usuaria de servicios de salud en instituciones de servicios médicos privados","Porcentaje","19014","Doctor Arroyo","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6200240416/es/19014/false/BISE/2.0/"
"Salud","Afiliación a servicios de salud","Servicios médicos privados",NA,NA,"6200240416","Porcentaje de la población usuaria de servicios de salud en instituciones de servicios médicos privados","Porcentaje","19024","General Zaragoza","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6200240416/es/19024/false/BISE/2.0/"
"Salud","Afiliación a servicios de salud","Servicios médicos privados",NA,NA,"6200240416","Porcentaje de la población usuaria de servicios de salud en instituciones de servicios médicos privados","Porcentaje","19036","Mier y Noriega","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6200240416/es/19036/false/BISE/2.0/"
"Salud","Afiliación a servicios de salud","ISSSTE",NA,NA,"6200240421","Porcentaje de la población derechohabiente en el ISSSTE","Porcentaje","19007","Aramberri","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6200240421/es/19007/false/BISE/2.0/"
"Salud","Afiliación a servicios de salud","ISSSTE",NA,NA,"6200240421","Porcentaje de la población derechohabiente en el ISSSTE","Porcentaje","19014","Doctor Arroyo","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6200240421/es/19014/false/BISE/2.0/"
"Salud","Afiliación a servicios de salud","ISSSTE",NA,NA,"6200240421","Porcentaje de la población derechohabiente en el ISSSTE","Porcentaje","19024","General Zaragoza","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6200240421/es/19024/false/BISE/2.0/"
"Salud","Afiliación a servicios de salud","ISSSTE",NA,NA,"6200240421","Porcentaje de la población derechohabiente en el ISSSTE","Porcentaje","19036","Mier y Noriega","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6200240421/es/19036/false/BISE/2.0/"
"Salud","Afiliación a servicios de salud","IMSS",NA,NA,"6200240471","Porcentaje de la población derechohabiente en el IMSS","Porcentaje","19007","Aramberri","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6200240471/es/19007/false/BISE/2.0/"
"Salud","Afiliación a servicios de salud","IMSS",NA,NA,"6200240471","Porcentaje de la población derechohabiente en el IMSS","Porcentaje","19014","Doctor Arroyo","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6200240471/es/19014/false/BISE/2.0/"
"Salud","Afiliación a servicios de salud","IMSS",NA,NA,"6200240471","Porcentaje de la población derechohabiente en el IMSS","Porcentaje","19024","General Zaragoza","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6200240471/es/19024/false/BISE/2.0/"
"Salud","Afiliación a servicios de salud","IMSS",NA,NA,"6200240471","Porcentaje de la población derechohabiente en el IMSS","Porcentaje","19036","Mier y Noriega","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6200240471/es/19036/false/BISE/2.0/"
"Salud","Afiliación a servicios de salud","Seguro privado",NA,NA,"6207019013","Porcentaje de población afiliada a seguro privado","Porcentaje","19007","Aramberri","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6207019013/es/19007/false/BISE/2.0/"
"Salud","Afiliación a servicios de salud","Seguro privado",NA,NA,"6207019013","Porcentaje de población afiliada a seguro privado","Porcentaje","19014","Doctor Arroyo","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6207019013/es/19014/false/BISE/2.0/"
"Salud","Afiliación a servicios de salud","Seguro privado",NA,NA,"6207019013","Porcentaje de población afiliada a seguro privado","Porcentaje","19024","General Zaragoza","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6207019013/es/19024/false/BISE/2.0/"
"Salud","Afiliación a servicios de salud","Seguro privado",NA,NA,"6207019013","Porcentaje de población afiliada a seguro privado","Porcentaje","19036","Mier y Noriega","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6207019013/es/19036/false/BISE/2.0/"
"Salud","Afiliación a servicios de salud","Otra institución",NA,NA,"6207019017","Porcentaje de población afiliada a otra institución","Porcentaje","19007","Aramberri","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6207019017/es/19007/false/BISE/2.0/"
"Salud","Afiliación a servicios de salud","Otra institución",NA,NA,"6207019017","Porcentaje de población afiliada a otra institución","Porcentaje","19014","Doctor Arroyo","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6207019017/es/19014/false/BISE/2.0/"
"Salud","Afiliación a servicios de salud","Otra institución",NA,NA,"6207019017","Porcentaje de población afiliada a otra institución","Porcentaje","19024","General Zaragoza","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6207019017/es/19024/false/BISE/2.0/"
"Salud","Afiliación a servicios de salud","Otra institución",NA,NA,"6207019017","Porcentaje de población afiliada a otra institución","Porcentaje","19036","Mier y Noriega","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6207019017/es/19036/false/BISE/2.0/"
"Salud","Afiliación a servicios de salud","Afiliada a algún servicio",NA,NA,"6207019018","Porcentaje de población afiliada a servicios de salud","Porcentaje","19007","Aramberri","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6207019018/es/19007/false/BISE/2.0/"
"Salud","Afiliación a servicios de salud","Afiliada a algún servicio",NA,NA,"6207019018","Porcentaje de población afiliada a servicios de salud","Porcentaje","19014","Doctor Arroyo","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6207019018/es/19014/false/BISE/2.0/"
"Salud","Afiliación a servicios de salud","Afiliada a algún servicio",NA,NA,"6207019018","Porcentaje de población afiliada a servicios de salud","Porcentaje","19024","General Zaragoza","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6207019018/es/19024/false/BISE/2.0/"
"Salud","Afiliación a servicios de salud","Afiliada a algún servicio",NA,NA,"6207019018","Porcentaje de población afiliada a servicios de salud","Porcentaje","19036","Mier y Noriega","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6207019018/es/19036/false/BISE/2.0/"
"Salud","Afiliación a servicios de salud","IMSS-BIENESTAR",NA,NA,"6207129818","Porcentaje de la población derechohabiente en Instituto de Salud para el Bienestar (IMSS-PROSPERA o IMSS-BIENESTAR)","Porcentaje","19007","Aramberri","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6207129818/es/19007/false/BISE/2.0/"
"Salud","Afiliación a servicios de salud","IMSS-BIENESTAR",NA,NA,"6207129818","Porcentaje de la población derechohabiente en Instituto de Salud para el Bienestar (IMSS-PROSPERA o IMSS-BIENESTAR)","Porcentaje","19014","Doctor Arroyo","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6207129818/es/19014/false/BISE/2.0/"
"Salud","Afiliación a servicios de salud","IMSS-BIENESTAR",NA,NA,"6207129818","Porcentaje de la población derechohabiente en Instituto de Salud para el Bienestar (IMSS-PROSPERA o IMSS-BIENESTAR)","Porcentaje","19024","General Zaragoza","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6207129818/es/19024/false/BISE/2.0/"
"Salud","Afiliación a servicios de salud","IMSS-BIENESTAR",NA,NA,"6207129818","Porcentaje de la población derechohabiente en Instituto de Salud para el Bienestar (IMSS-PROSPERA o IMSS-BIENESTAR)","Porcentaje","19036","Mier y Noriega","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6207129818/es/19036/false/BISE/2.0/"
"Salud","Discapacidad","Escuchar",NA,NA,"6200205260","Población con limitación en la actividad para escuchar","Personas","19007","Aramberri","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6200205260/es/19007/false/BISE/2.0/"
"Salud","Discapacidad","Hablar o comunicarse",NA,NA,"6200205261","Población con limitación en la actividad para hablar o comunicarse","Personas","19007","Aramberri","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6200205261/es/19007/false/BISE/2.0/"
"Salud","Discapacidad","Caminar o moverse",NA,NA,"6200205263","Población con limitación en la actividad para caminar o moverse","Personas","19007","Aramberri","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6200205263/es/19007/false/BISE/2.0/"
"Salud","Discapacidad","Ver",NA,NA,"6200205280","Población con limitación en la actividad para ver","Personas","19007","Aramberri","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6200205280/es/19007/false/BISE/2.0/"
"Salud","Discapacidad","Mental",NA,NA,"6200205286","Población con limitación en la actividad mental","Personas","19007","Aramberri","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6200205286/es/19007/false/BISE/2.0/"
"Salud","Discapacidad","Escuchar",NA,NA,"6200205260","Población con limitación en la actividad para escuchar","Personas","19014","Doctor Arroyo","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6200205260/es/19014/false/BISE/2.0/"
"Salud","Discapacidad","Hablar o comunicarse",NA,NA,"6200205261","Población con limitación en la actividad para hablar o comunicarse","Personas","19014","Doctor Arroyo","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6200205261/es/19014/false/BISE/2.0/"
"Salud","Discapacidad","Caminar o moverse",NA,NA,"6200205263","Población con limitación en la actividad para caminar o moverse","Personas","19014","Doctor Arroyo","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6200205263/es/19014/false/BISE/2.0/"
"Salud","Discapacidad","Ver",NA,NA,"6200205280","Población con limitación en la actividad para ver","Personas","19014","Doctor Arroyo","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6200205280/es/19014/false/BISE/2.0/"
"Salud","Discapacidad","Mental",NA,NA,"6200205286","Población con limitación en la actividad mental","Personas","19014","Doctor Arroyo","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6200205286/es/19014/false/BISE/2.0/"
"Salud","Discapacidad","Escuchar",NA,NA,"6200205260","Población con limitación en la actividad para escuchar","Personas","19024","General Zaragoza","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6200205260/es/19024/false/BISE/2.0/"
"Salud","Discapacidad","Hablar o comunicarse",NA,NA,"6200205261","Población con limitación en la actividad para hablar o comunicarse","Personas","19024","General Zaragoza","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6200205261/es/19024/false/BISE/2.0/"
"Salud","Discapacidad","Caminar o moverse",NA,NA,"6200205263","Población con limitación en la actividad para caminar o moverse","Personas","19024","General Zaragoza","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6200205263/es/19024/false/BISE/2.0/"
"Salud","Discapacidad","Ver",NA,NA,"6200205280","Población con limitación en la actividad para ver","Personas","19024","General Zaragoza","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6200205280/es/19024/false/BISE/2.0/"
"Salud","Discapacidad","Mental",NA,NA,"6200205286","Población con limitación en la actividad mental","Personas","19024","General Zaragoza","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6200205286/es/19024/false/BISE/2.0/"
"Salud","Discapacidad","Escuchar",NA,NA,"6200205260","Población con limitación en la actividad para escuchar","Personas","19036","Mier y Noriega","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6200205260/es/19036/false/BISE/2.0/"
"Salud","Discapacidad","Hablar o comunicarse",NA,NA,"6200205261","Población con limitación en la actividad para hablar o comunicarse","Personas","19036","Mier y Noriega","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6200205261/es/19036/false/BISE/2.0/"
"Salud","Discapacidad","Caminar o moverse",NA,NA,"6200205263","Población con limitación en la actividad para caminar o moverse","Personas","19036","Mier y Noriega","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6200205263/es/19036/false/BISE/2.0/"
"Salud","Discapacidad","Ver",NA,NA,"6200205280","Población con limitación en la actividad para ver","Personas","19036","Mier y Noriega","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6200205280/es/19036/false/BISE/2.0/"
"Salud","Discapacidad","Mental",NA,NA,"6200205286","Población con limitación en la actividad mental","Personas","19036","Mier y Noriega","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6200205286/es/19036/false/BISE/2.0/"
